Date,Open,High,Low,Close,Adj Close,Volume,Percent Change
2013-01-02,71.0199966430664,71.0199966430664,70.30000305175781,70.83999633789062,53.573429107666016,12874200,-0.2534501741536684
2013-01-03,70.9800033569336,71.0,70.44999694824219,70.73999786376953,53.49781799316406,9598300,-0.3381311380856928
2013-01-04,71.23999786376953,71.7300033569336,71.01000213623047,71.55000305175781,54.110374450683594,11631800,0.4351560882709407
2013-01-07,71.5,71.52999877929688,71.19000244140625,71.4000015258789,53.99693298339844,7548800,-0.13985800576376747
2013-01-08,71.30999755859375,71.6500015258789,71.25,71.41000366210938,54.0045051574707,9825300,0.14024135035687293
2013-01-09,71.63999938964844,71.8499984741211,71.5,71.7300033569336,54.24650192260742,7672800,0.1256336795811884
2013-01-10,71.80999755859375,72.37999725341797,71.73999786376953,72.19000244140625,54.594383239746094,11888500,0.5291810273387533
2013-01-11,72.19000244140625,72.58000183105469,72.16000366210938,72.3499984741211,54.71537780761719,7766700,0.22163184278142417
2013-01-14,72.5999984741211,72.79000091552734,72.37000274658203,72.55999755859375,54.87419891357422,7386000,-0.055097680947751575
2013-01-15,72.25,72.44000244140625,72.0,72.37000274658203,54.730499267578125,7795100,0.16609376689554498
2013-01-16,72.26000213623047,72.81999969482422,72.25,72.58000183105469,54.88932418823242,8779900,0.4428448455079328
2013-01-17,72.87999725341797,73.01000213623047,72.37000274658203,72.9000015258789,55.131324768066406,10570100,0.027448234378191237
2013-01-18,72.9000015258789,73.2300033569336,72.79000091552734,73.2300033569336,55.380897521972656,13558600,0.4526773993791201
2013-01-22,72.91999816894531,73.20999908447266,72.41999816894531,72.69000244140625,54.97251892089844,11469800,-0.3154083013087781
2013-01-23,72.5199966430664,72.91000366210938,72.47000122070312,72.8499984741211,55.09349060058594,10155100,0.4550494295785916
2013-01-24,72.95999908447266,73.2300033569336,72.83999633789062,73.0999984741211,55.28258514404297,9369700,0.19188513076370387
2013-01-25,73.12999725341797,73.93000030517578,73.05999755859375,73.91999816894531,55.90271759033203,10421500,1.080269308352012
2013-01-28,73.95999908447266,74.0,73.43000030517578,73.62000274658203,55.67582702636719,9420900,-0.45970300446096773
2013-01-29,73.66999816894531,74.62000274658203,73.63999938964844,74.41000366210938,56.27328109741211,12386500,1.004486916732411
2013-01-30,74.44999694824219,74.80000305175781,74.01000213623047,74.08999633789062,56.031272888183594,9245500,-0.483546843664528
2013-01-31,74.08000183105469,74.36000061035156,73.77999877929688,73.91999816894531,55.90271759033203,10448700,-0.21598765949584617
2013-02-01,74.13999938964844,74.41999816894531,74.08000183105469,74.18000030517578,56.099327087402344,10016300,0.05395321804241713
2013-02-04,73.55999755859375,74.25,73.55999755859375,74.11000061035156,56.04641342163086,9200700,0.7476931348722669
2013-02-05,74.48999786376953,74.81999969482422,74.47000122070312,74.66000366210938,56.46235656738281,10230800,0.22822634342231765
2013-02-06,74.56999969482422,75.38999938964844,74.5199966430664,75.38999938964844,57.0144157409668,12084000,1.0996375193510073
2013-02-07,74.81999969482422,75.19999694824219,74.68000030517578,75.05999755859375,56.76484298706055,9798200,0.3207669937829918
2013-02-08,75.16999816894531,75.61000061035156,74.7300033569336,75.4800033569336,57.082489013671875,8153300,0.4124054749762552
2013-02-11,75.27999877929688,75.5,75.05000305175781,75.41000366210938,57.029541015625,5697100,0.1726951181198123
2013-02-12,75.41999816894531,75.86000061035156,75.41999816894531,75.80000305175781,57.324466705322266,7598900,0.5038516203106586
2013-02-13,75.79000091552734,75.87000274658203,75.37000274658203,75.66000366210938,57.21860885620117,8014800,-0.17152296061172864
2013-02-14,75.5,76.08999633789062,75.37999725341797,75.80999755859375,57.3320426940918,9681800,0.41059279283940403
2013-02-15,75.72000122070312,76.16000366210938,75.51000213623047,76.16000366210938,57.59675979614258,10528400,0.5810914346445439
2013-02-19,76.02999877929688,77.0,75.95999908447266,76.95999908447266,58.20173263549805,9747400,1.2232017889089093
2013-02-20,76.79000091552734,76.97000122070312,76.54000091552734,76.6500015258789,57.96730422973633,7857500,-0.1823146086460443
2013-02-21,76.47000122070312,77.0199966430664,76.37999725341797,76.87000274658203,58.13367462158203,9465700,0.5230829338219125
2013-02-22,76.38999938964844,76.48999786376953,75.97000122070312,76.25,58.12605667114258,8571500,-0.18326926399662824
2013-02-25,76.47000122070312,76.66000366210938,75.56999969482422,75.56999969482422,57.607704162597656,10603300,-1.1769341068550214
2013-02-26,75.87999725341797,76.33999633789062,75.5,75.75,57.74489974975586,10742100,-0.17131952836505024
2013-02-27,75.68000030517578,76.44999694824219,75.5999984741211,76.31999969482422,58.17942810058594,8180300,0.8456651520450215
2013-02-28,76.2300033569336,76.48999786376953,76.11000061035156,76.11000061035156,58.01932907104492,11806300,-0.15742193532399504
2013-03-01,75.79000091552734,76.7699966430664,75.7300033569336,76.69999694824219,58.46907424926758,9528300,1.2006808572665024
2013-03-04,76.7300033569336,77.27999877929688,76.7300033569336,77.19999694824219,58.85023498535156,12628000,0.6125290899861839
2013-03-05,77.55999755859375,77.70999908447266,77.44000244140625,77.66000366210938,59.20092010498047,9399400,0.12894031287207564
2013-03-06,77.69000244140625,77.73999786376953,77.22000122070312,77.38999938964844,58.995079040527344,8535200,-0.38615399965275404
2013-03-07,77.62000274658203,77.95999908447266,77.58999633789062,77.75,59.26951599121094,7996500,0.167479063151274
2013-03-08,77.83999633789062,78.22000122070312,77.69999694824219,78.19000244140625,59.60494613647461,8554100,0.44964815002856123
2013-03-11,77.91999816894531,78.5199966430664,77.83999633789062,78.44000244140625,59.7955207824707,8807600,0.6673566281835246
2013-03-12,78.5,78.69000244140625,78.20999908447266,78.55999755859375,59.88698196411133,8790500,0.07643001094745223
2013-03-13,78.5199966430664,78.66999816894531,78.19999694824219,78.55000305175781,59.87936019897461,7983400,0.038214989778729086
2013-03-14,78.66999816894531,79.0999984741211,78.48999786376953,79.0999984741211,60.29863739013672,10130400,0.5465874096658138
2013-03-15,78.62000274658203,79.23999786376953,78.62000274658203,79.19000244140625,60.367244720458984,18296500,0.7250059462113148
2013-03-18,78.72000122070312,79.19000244140625,78.69999694824219,78.80999755859375,60.07759475708008,8005400,0.1143246144500265
2013-03-19,78.9800033569336,79.08999633789062,78.5,78.86000061035156,60.11570358276367,7095800,-0.15194067039944775
2013-03-20,79.18000030517578,79.61000061035156,79.16999816894531,79.44999694824219,60.56544876098633,8000800,0.34099095987090733
2013-03-21,79.12000274658203,79.5,78.7699966430664,79.01000213623047,60.230037689208984,8436300,-0.13903008914684917
2013-03-22,79.11000061035156,79.73999786376953,79.0199966430664,79.73999786376953,60.78651428222656,6873100,0.7963560214352134
2013-03-25,79.83000183105469,79.94000244140625,79.47000122070312,79.68000030517578,60.74077606201172,9616600,-0.18790119308321765
2013-03-26,79.93000030517578,80.87999725341797,79.8499984741211,80.8499984741211,61.6326789855957,12682900,1.1510048360224252
2013-03-27,80.55999755859375,81.3499984741211,80.2699966430664,81.2699966430664,61.95284652709961,10703400,0.881329575458654
2013-03-28,81.37000274658203,81.58999633789062,80.94999694824219,81.52999877929688,62.151031494140625,11332100,0.1966277833529561
2013-04-01,81.38999938964844,81.95999908447266,81.27999877929688,81.93000030517578,62.455963134765625,7376800,0.6634733008684892
2013-04-02,82.0,82.69000244140625,81.9000015258789,82.69000244140625,63.03532028198242,10342200,0.8414663919588415
2013-04-03,82.73999786376953,82.94999694824219,81.56999969482422,82.06999969482422,62.56268310546875,12254000,-0.8097633384623202
2013-04-04,82.19999694824219,82.72000122070312,81.93000030517578,82.41000366210938,62.821868896484375,10303000,0.2554826297614338
2013-04-05,81.79000091552734,82.11000061035156,81.62000274658203,82.04000091552734,62.53982162475586,8581400,0.30566083531188587
2013-04-08,81.2699966430664,81.38999938964844,80.30999755859375,81.11000061035156,61.830875396728516,15828500,-0.1968697420002833
2013-04-09,81.26000213623047,81.75,81.23999786376953,81.5199966430664,62.1434211730957,9111000,0.31995385183483366
2013-04-10,81.83000183105469,82.19999694824219,81.73999786376953,82.0199966430664,62.52458190917969,7583200,0.23218233870259458
2013-04-11,82.13999938964844,82.95999908447266,82.08000183105469,82.31999969482422,62.75328063964844,9882700,0.2191384301354956
2013-04-12,82.25,82.73999786376953,82.16999816894531,82.73999786376953,63.07343673706055,6987000,0.5957420836103723
2013-04-15,82.72000122070312,83.08999633789062,81.70999908447266,81.70999908447266,62.28824996948242,12385800,-1.2209890248136093
2013-04-16,82.33000183105469,83.54000091552734,82.06999969482422,83.44000244140625,63.6070556640625,12620000,1.3482334333349582
2013-04-17,83.36000061035156,84.43000030517578,83.29000091552734,83.9000015258789,63.95771789550781,13693300,0.6477937998722699
2013-04-18,83.95999908447266,84.30000305175781,83.02999877929688,83.18000030517578,63.40885925292969,9921500,-0.9290123723228171
2013-04-19,83.51000213623047,84.56999969482422,83.47000122070312,84.48999786376953,64.40748596191406,10787600,1.1735070081071108
2013-04-22,84.58999633789062,84.93000030517578,84.19999694824219,84.83000183105469,64.66666412353516,6989900,0.28372798623299644
2013-04-23,84.98999786376953,85.68000030517578,84.0,85.44999694824219,65.13929748535156,8982100,0.5412390822858812
2013-04-24,85.68000030517578,85.73999786376953,84.27999877929688,84.38999938964844,64.33124542236328,9480600,-1.5056033040763388
2013-04-25,84.54000091552734,85.44000244140625,84.33999633789062,85.22000122070312,64.96398162841797,8689400,0.8043533212818863
2013-04-26,85.30000305175781,85.48999786376953,84.80999755859375,85.12000274658203,64.88773345947266,6784700,-0.21102027987802272
2013-04-29,85.0199966430664,85.88999938964844,84.91000366210938,85.58000183105469,65.23839569091797,8038000,0.6586746766637883
2013-04-30,85.38999938964844,85.69999694824219,84.88999938964844,85.2300033569336,64.97159576416016,12099600,-0.18737092617222756
2013-05-01,84.5,85.12999725341797,83.87999725341797,84.2300033569336,64.20927429199219,12312100,-0.31952265451645706
