Date,Open,High,Low,Close,Adj Close,Volume,Percent Change
2013-01-02,19.779285430908203,19.821428298950195,19.343929290771484,19.608213424682617,16.83711814880371,560518000,-0.8649048865954448
2013-01-03,19.567142486572266,19.631071090698242,19.321428298950195,19.360713958740234,16.624591827392578,352965200,-1.054975339264231
2013-01-04,19.177499771118164,19.236785888671875,18.77964210510254,18.821428298950195,16.161518096923828,594333600,-1.856714777304923
2013-01-07,18.64285659790039,18.9035701751709,18.399999618530273,18.71071434020996,16.066457748413086,484156400,0.3639879004230105
2013-01-08,18.90035629272461,18.996070861816406,18.616071701049805,18.761070251464844,16.10969352722168,458707200,-0.7369492886934706
2013-01-09,18.66071319580078,18.750356674194336,18.428213119506836,18.467857360839844,15.857917785644531,407604400,-1.0334858745073894
2013-01-10,18.876785278320312,18.882856369018555,18.411428451538086,18.696786880493164,16.054500579833984,601146000,-0.9535437055263521
2013-01-11,18.60714340209961,18.761428833007812,18.536428451538086,18.582143783569336,15.95605754852295,350506800,-0.13435495169802641
2013-01-14,17.952856063842773,18.125,17.80392837524414,17.91964340209961,15.387178421020508,734207600,-0.18499932058194732
2013-01-15,17.796428680419922,17.82107162475586,17.26357078552246,17.354286193847656,14.901718139648438,876772400,-2.48444502271808
2013-01-16,17.665714263916016,18.194286346435547,17.58928680419922,18.074642181396484,15.520272254943848,690804800,2.3148111158785403
2013-01-17,18.225357055664062,18.241071701049805,17.929643630981445,17.952856063842773,15.415695190429688,453678400,-1.4951750519291
2013-01-18,17.804285049438477,17.93642807006836,17.72857093811035,17.85714340209961,15.333513259887695,472922800,0.29688556723483767
2013-01-22,18.020000457763672,18.13857078552246,17.736785888671875,18.02750015258789,15.47979736328125,461546400,0.041618727157066236
2013-01-23,18.171785354614258,18.392499923706055,18.02750015258789,18.357500076293945,15.763155937194824,861509600,1.021994911647633
2013-01-24,16.428571701049805,16.633214950561523,16.08035659790039,16.08928680419922,13.815497398376465,1460852400,-2.065212381359393
2013-01-25,16.131786346435547,16.293928146362305,15.535714149475098,15.710000038146973,13.489812850952148,1208026400,-2.6146286544501094
2013-01-28,15.636786460876465,16.186071395874023,15.566429138183594,16.065357208251953,13.794946670532227,785517600,2.740785317032885
2013-01-29,16.375,16.435714721679688,16.14714241027832,16.366785049438477,14.053779602050781,571158000,-0.05016763701693702
2013-01-30,16.321428298950195,16.52142906188965,16.23214340209961,16.315357208251953,14.00961685180664,417155200,-0.03719705522728476
2013-01-31,16.320714950561523,16.402856826782227,16.249286651611328,16.267499923706055,13.968523025512695,319334400,-0.3260581844402463
2013-02-01,16.396785736083984,16.40999984741211,16.012500762939453,16.200714111328125,13.911174774169922,539484400,-1.1957930530516696
2013-02-04,16.211071014404297,16.283571243286133,15.785714149475098,15.79714298248291,13.564640045166016,477117200,-2.553366347933411
2013-02-05,15.858928680419922,16.419286727905273,15.793571472167969,16.351428985595703,14.0405912399292,573347600,3.1055080396687966
2013-02-06,16.302499771118164,16.66071319580078,16.163570404052734,16.33392906188965,14.025564193725586,593706400,0.19278816876394095
2013-02-07,16.54464340209961,16.78571319580078,16.218570709228516,16.722143173217773,14.442598342895508,704580800,1.0728534112475239
2013-02-08,16.928571701049805,17.100357055664062,16.72321319580078,16.963571548461914,14.65112018585205,633158400,0.206750150161451
2013-02-11,17.01785659790039,17.319286346435547,16.90178680419922,17.140356063842773,14.803799629211426,517490400,0.7198289939609458
2013-02-12,17.125356674194336,17.22785758972168,16.704999923706055,16.71071434020996,14.432726860046387,609053200,-2.4212186751659694
2013-02-13,16.686071395874023,16.915714263916016,16.54357147216797,16.67892837524414,14.4052734375,475207600,-0.04280828279117319
2013-02-14,16.59000015258789,16.84428596496582,16.5721435546875,16.663928985595703,14.39232063293457,355275200,0.44562285911902333
2013-02-15,16.74464225769043,16.79142951965332,16.42571449279785,16.43428611755371,14.19398307800293,391745200,-1.8534653375122379
2013-02-19,16.467857360839844,16.526071548461914,16.20892906188965,16.428213119506836,14.188742637634277,435783600,-0.24073709447642433
2013-02-20,16.346071243286133,16.346071243286133,16.0285701751709,16.030357360839844,13.845115661621094,476302400,-1.931435864602408
2013-02-21,15.928570747375488,16.041786193847656,15.8149995803833,15.930713653564453,13.75905704498291,447182400,0.013453223286326083
2013-02-22,16.04464340209961,16.128570556640625,15.949999809265137,16.100357055664062,13.905576705932617,330654800,0.34724145727765077
2013-02-25,16.20892906188965,16.25428581237793,15.806071281433105,15.814286231994629,13.658501625061035,372579200,-2.4347248876725716
2013-02-26,15.850713729858398,16.126428604125977,15.630714416503906,16.034643173217773,13.8488187789917,501499600,1.1603858759552408
