created_at,Sentiment_New,Price
2022-12-16,positive,134.50999450683594
2022-12-16,positive,134.50999450683594
2022-12-16,negative,134.50999450683594
2022-12-16,neutral,134.50999450683594
2022-12-15,neutral,136.5
2022-12-15,neutral,136.5
2022-12-15,negative,136.5
2022-12-15,neutral,136.5
2022-12-15,neutral,136.5
2022-12-15,negative,136.5
2022-12-15,neutral,136.5
2022-12-15,neutral,136.5
2022-12-15,negative,136.5
2022-12-15,neutral,136.5
2022-12-15,positive,136.5
2022-12-15,positive,136.5
2022-12-15,positive,136.5
2022-12-15,negative,136.5
2022-12-14,positive,143.2100067138672
2022-12-14,positive,143.2100067138672
2022-12-14,positive,143.2100067138672
2022-12-14,neutral,143.2100067138672
2022-12-14,positive,143.2100067138672
2022-12-14,negative,143.2100067138672
2022-12-14,negative,143.2100067138672
2022-12-14,positive,143.2100067138672
2022-12-14,positive,143.2100067138672
2022-12-14,positive,143.2100067138672
2022-12-14,positive,143.2100067138672
2022-12-13,neutral,145.47000122070312
2022-12-13,positive,145.47000122070312
2022-12-13,positive,145.47000122070312
2022-12-13,neutral,145.47000122070312
2022-12-13,positive,145.47000122070312
2022-12-13,neutral,145.47000122070312
2022-12-13,positive,145.47000122070312
2022-12-13,negative,145.47000122070312
2022-12-13,neutral,145.47000122070312
2022-12-13,negative,145.47000122070312
2022-12-13,positive,145.47000122070312
2022-12-13,neutral,145.47000122070312
2022-12-12,neutral,144.49000549316406
2022-12-12,negative,144.49000549316406
2022-12-12,neutral,144.49000549316406
2022-12-12,neutral,144.49000549316406
2022-12-12,positive,144.49000549316406
2022-12-12,neutral,144.49000549316406
2022-12-12,neutral,144.49000549316406
2022-12-12,neutral,144.49000549316406
2022-12-12,negative,144.49000549316406
2022-12-12,negative,144.49000549316406
2022-12-12,negative,144.49000549316406
2022-12-12,negative,144.49000549316406
2022-12-12,neutral,144.49000549316406
2022-12-12,negative,144.49000549316406
2022-12-12,negative,144.49000549316406
2022-12-12,positive,144.49000549316406
2022-12-12,positive,144.49000549316406
2022-12-12,positive,144.49000549316406
2022-12-09,neutral,142.16000366210938
2022-12-09,neutral,142.16000366210938
2022-12-09,positive,142.16000366210938
2022-12-09,positive,142.16000366210938
2022-12-09,negative,142.16000366210938
2022-12-09,neutral,142.16000366210938
2022-12-09,positive,142.16000366210938
2022-12-08,neutral,142.64999389648438
2022-12-08,neutral,142.64999389648438
2022-12-08,neutral,142.64999389648438
2022-12-08,neutral,142.64999389648438
2022-12-08,positive,142.64999389648438
2022-12-08,negative,142.64999389648438
2022-12-08,positive,142.64999389648438
2022-12-08,positive,142.64999389648438
2022-12-08,neutral,142.64999389648438
2022-12-08,negative,142.64999389648438
2022-12-08,positive,142.64999389648438
2022-12-08,positive,142.64999389648438
2022-12-08,negative,142.64999389648438
2022-12-08,neutral,142.64999389648438
2022-12-07,neutral,140.94000244140625
2022-12-07,neutral,140.94000244140625
2022-12-07,neutral,140.94000244140625
2022-12-07,positive,140.94000244140625
2022-12-07,neutral,140.94000244140625
2022-12-07,positive,140.94000244140625
2022-12-07,neutral,140.94000244140625
2022-12-07,neutral,140.94000244140625
2022-12-07,positive,140.94000244140625
2022-12-07,neutral,140.94000244140625
2022-12-07,negative,140.94000244140625
2022-12-07,negative,140.94000244140625
2022-12-07,neutral,140.94000244140625
2022-12-07,negative,140.94000244140625
2022-12-07,positive,140.94000244140625
2022-12-07,positive,140.94000244140625
2022-12-07,negative,140.94000244140625
2022-12-07,positive,140.94000244140625
2022-12-07,negative,140.94000244140625
2022-12-07,neutral,140.94000244140625
2022-12-07,positive,140.94000244140625
2022-12-07,negative,140.94000244140625
2022-12-07,negative,140.94000244140625
2022-12-07,negative,140.94000244140625
2022-12-07,positive,140.94000244140625
2022-12-07,positive,140.94000244140625
2022-12-07,neutral,140.94000244140625
2022-12-06,neutral,142.91000366210938
2022-12-06,positive,142.91000366210938
2022-12-06,negative,142.91000366210938
2022-12-06,neutral,142.91000366210938
2022-12-06,negative,142.91000366210938
2022-12-06,neutral,142.91000366210938
2022-12-06,positive,142.91000366210938
2022-12-06,neutral,142.91000366210938
2022-12-06,neutral,142.91000366210938
2022-12-06,negative,142.91000366210938
2022-12-06,positive,142.91000366210938
2022-12-06,positive,142.91000366210938
2022-12-06,positive,142.91000366210938
2022-12-06,positive,142.91000366210938
2022-12-06,positive,142.91000366210938
2022-12-06,neutral,142.91000366210938
2022-12-06,positive,142.91000366210938
2022-12-06,positive,142.91000366210938
2022-12-06,negative,142.91000366210938
2022-12-06,positive,142.91000366210938
2022-12-06,negative,142.91000366210938
2022-12-06,neutral,142.91000366210938
2022-12-05,neutral,146.6300048828125
2022-12-05,neutral,146.6300048828125
2022-12-05,negative,146.6300048828125
2022-12-05,neutral,146.6300048828125
2022-12-05,neutral,146.6300048828125
2022-12-05,neutral,146.6300048828125
2022-12-05,positive,146.6300048828125
2022-12-05,neutral,146.6300048828125
2022-12-05,negative,146.6300048828125
2022-12-05,positive,146.6300048828125
2022-12-05,negative,146.6300048828125
2022-12-05,negative,146.6300048828125
2022-12-05,positive,146.6300048828125
2022-12-05,neutral,146.6300048828125
2022-12-05,negative,146.6300048828125
2022-12-05,negative,146.6300048828125
2022-12-05,positive,146.6300048828125
2022-12-05,positive,146.6300048828125
2022-12-05,negative,146.6300048828125
2022-12-02,neutral,147.80999755859375
2022-12-02,positive,147.80999755859375
2022-12-02,negative,147.80999755859375
2022-12-02,neutral,147.80999755859375
2022-12-02,negative,147.80999755859375
2022-12-02,neutral,147.80999755859375
2022-12-02,positive,147.80999755859375
2022-12-02,positive,147.80999755859375
2022-12-02,negative,147.80999755859375
2022-12-02,neutral,147.80999755859375
2022-12-02,positive,147.80999755859375
2022-12-02,neutral,147.80999755859375
2022-12-02,negative,147.80999755859375
2022-12-01,neutral,148.30999755859375
2022-12-01,neutral,148.30999755859375
2022-12-01,negative,148.30999755859375
2022-12-01,positive,148.30999755859375
2022-12-01,negative,148.30999755859375
2022-12-01,neutral,148.30999755859375
2022-12-01,neutral,148.30999755859375
2022-12-01,neutral,148.30999755859375
2022-12-01,neutral,148.30999755859375
2022-12-01,negative,148.30999755859375
2022-12-01,neutral,148.30999755859375
2022-12-01,neutral,148.30999755859375
2022-12-01,neutral,148.30999755859375
2022-12-01,positive,148.30999755859375
2022-12-01,negative,148.30999755859375
2022-12-01,positive,148.30999755859375
2022-12-01,negative,148.30999755859375
2022-12-01,neutral,148.30999755859375
2022-12-01,negative,148.30999755859375
2022-12-01,neutral,148.30999755859375
2022-11-30,negative,148.02999877929688
2022-11-30,neutral,148.02999877929688
2022-11-30,neutral,148.02999877929688
2022-11-30,positive,148.02999877929688
2022-11-30,neutral,148.02999877929688
2022-11-30,neutral,148.02999877929688
2022-11-30,neutral,148.02999877929688
2022-11-30,negative,148.02999877929688
2022-11-30,negative,148.02999877929688
2022-11-30,positive,148.02999877929688
2022-11-30,negative,148.02999877929688
2022-11-30,neutral,148.02999877929688
2022-11-30,neutral,148.02999877929688
2022-11-30,positive,148.02999877929688
2022-11-30,positive,148.02999877929688
2022-11-30,negative,148.02999877929688
2022-11-30,positive,148.02999877929688
2022-11-30,positive,148.02999877929688
2022-11-30,negative,148.02999877929688
2022-11-30,neutral,148.02999877929688
2022-11-29,neutral,141.1699981689453
2022-11-29,neutral,141.1699981689453
2022-11-29,neutral,141.1699981689453
2022-11-29,neutral,141.1699981689453
2022-11-29,negative,141.1699981689453
2022-11-29,negative,141.1699981689453
2022-11-29,positive,141.1699981689453
2022-11-29,neutral,141.1699981689453
2022-11-29,positive,141.1699981689453
2022-11-29,positive,141.1699981689453
2022-11-29,positive,141.1699981689453
2022-11-29,negative,141.1699981689453
2022-11-29,positive,141.1699981689453
2022-11-29,negative,141.1699981689453
2022-11-29,positive,141.1699981689453
2022-11-29,positive,141.1699981689453
2022-11-29,neutral,141.1699981689453
2022-11-29,neutral,141.1699981689453
2022-11-28,neutral,144.22000122070312
2022-11-28,neutral,144.22000122070312
2022-11-28,positive,144.22000122070312
2022-11-28,negative,144.22000122070312
2022-11-28,negative,144.22000122070312
2022-11-28,neutral,144.22000122070312
2022-11-28,positive,144.22000122070312
2022-11-28,negative,144.22000122070312
2022-11-28,neutral,144.22000122070312
2022-11-28,neutral,144.22000122070312
2022-11-28,positive,144.22000122070312
2022-11-28,neutral,144.22000122070312
2022-11-28,negative,144.22000122070312
2022-11-28,negative,144.22000122070312
2022-11-28,negative,144.22000122070312
2022-11-28,negative,144.22000122070312
2022-11-28,positive,144.22000122070312
2022-11-28,positive,144.22000122070312
2022-11-28,negative,144.22000122070312
2022-11-28,neutral,144.22000122070312
2022-11-28,positive,144.22000122070312
2022-11-28,negative,144.22000122070312
2022-11-28,positive,144.22000122070312
2022-11-28,negative,144.22000122070312
2022-11-28,positive,144.22000122070312
2022-11-28,negative,144.22000122070312
2022-11-28,negative,144.22000122070312
2022-11-28,negative,144.22000122070312
2022-11-28,negative,144.22000122070312
2022-11-28,negative,144.22000122070312
2022-11-28,negative,144.22000122070312
2022-11-28,positive,144.22000122070312
2022-11-28,neutral,144.22000122070312
2022-11-28,neutral,144.22000122070312
2022-11-25,positive,148.11000061035156
2022-11-25,neutral,148.11000061035156
2022-11-25,negative,148.11000061035156
2022-11-25,negative,148.11000061035156
2022-11-25,positive,148.11000061035156
2022-11-25,neutral,148.11000061035156
2022-11-25,neutral,148.11000061035156
2022-11-25,positive,148.11000061035156
2022-11-25,negative,148.11000061035156
2022-11-25,negative,148.11000061035156
2022-11-23,negative,151.07000732421875
2022-11-23,neutral,151.07000732421875
2022-11-23,negative,151.07000732421875
2022-11-23,neutral,151.07000732421875
2022-11-23,neutral,151.07000732421875
2022-11-23,negative,151.07000732421875
2022-11-23,negative,151.07000732421875
2022-11-23,positive,151.07000732421875
2022-11-23,negative,151.07000732421875
2022-11-23,negative,151.07000732421875
2022-11-23,negative,151.07000732421875
2022-11-23,neutral,151.07000732421875
2022-11-23,neutral,151.07000732421875
2022-11-23,neutral,151.07000732421875
2022-11-23,positive,151.07000732421875
2022-11-23,negative,151.07000732421875
2022-11-23,positive,151.07000732421875
2022-11-23,negative,151.07000732421875
2022-11-15,neutral,150.0399932861328
2022-11-15,positive,150.0399932861328
2022-11-15,neutral,150.0399932861328
2022-11-15,neutral,150.0399932861328
2022-11-15,positive,150.0399932861328
2022-11-15,negative,150.0399932861328
2022-11-15,positive,150.0399932861328
2022-11-15,positive,150.0399932861328
2022-11-22,neutral,150.17999267578125
2022-11-22,neutral,150.17999267578125
2022-11-22,neutral,150.17999267578125
2022-11-22,negative,150.17999267578125
2022-11-22,neutral,150.17999267578125
2022-11-22,neutral,150.17999267578125
2022-11-22,positive,150.17999267578125
2022-11-22,negative,150.17999267578125
2022-11-22,negative,150.17999267578125
2022-11-22,neutral,150.17999267578125
2022-11-22,neutral,150.17999267578125
2022-11-22,neutral,150.17999267578125
2022-11-22,positive,150.17999267578125
2022-11-21,neutral,148.00999450683594
2022-11-21,positive,148.00999450683594
2022-11-21,negative,148.00999450683594
2022-11-21,neutral,148.00999450683594
2022-11-21,neutral,148.00999450683594
2022-11-21,positive,148.00999450683594
2022-11-21,neutral,148.00999450683594
2022-11-21,neutral,148.00999450683594
2022-11-21,neutral,148.00999450683594
2022-11-21,positive,148.00999450683594
2022-11-21,negative,148.00999450683594
2022-11-21,negative,148.00999450683594
2022-11-21,neutral,148.00999450683594
2022-11-21,neutral,148.00999450683594
2022-11-21,negative,148.00999450683594
2022-11-21,negative,148.00999450683594
2022-11-21,negative,148.00999450683594
2022-11-21,positive,148.00999450683594
2022-11-21,negative,148.00999450683594
2022-11-21,positive,148.00999450683594
2022-11-21,positive,148.00999450683594
2022-11-18,positive,151.2899932861328
2022-11-18,neutral,151.2899932861328
2022-11-18,neutral,151.2899932861328
2022-11-18,negative,151.2899932861328
2022-11-18,neutral,151.2899932861328
2022-11-18,negative,151.2899932861328
2022-11-18,negative,151.2899932861328
2022-11-18,neutral,151.2899932861328
2022-11-18,neutral,151.2899932861328
2022-11-18,positive,151.2899932861328
2022-11-17,neutral,150.72000122070312
2022-11-17,neutral,150.72000122070312
2022-11-17,neutral,150.72000122070312
2022-11-17,negative,150.72000122070312
2022-11-17,neutral,150.72000122070312
2022-11-17,positive,150.72000122070312
2022-11-17,neutral,150.72000122070312
2022-11-17,negative,150.72000122070312
2022-11-17,positive,150.72000122070312
2022-11-17,positive,150.72000122070312
2022-11-17,neutral,150.72000122070312
2022-11-17,positive,150.72000122070312
2022-11-17,neutral,150.72000122070312
2022-11-16,positive,148.7899932861328
2022-11-16,positive,148.7899932861328
2022-11-16,positive,148.7899932861328
2022-11-16,positive,148.7899932861328
2022-11-16,positive,148.7899932861328
2022-11-16,negative,148.7899932861328
2022-11-16,positive,148.7899932861328
2022-11-16,negative,148.7899932861328
2022-11-16,positive,148.7899932861328
2022-11-16,positive,148.7899932861328
2022-11-11,neutral,149.6999969482422
2022-11-11,neutral,149.6999969482422
2022-11-11,neutral,149.6999969482422
2022-11-11,negative,149.6999969482422
2022-11-11,neutral,149.6999969482422
2022-11-11,neutral,149.6999969482422
2022-11-11,positive,149.6999969482422
2022-11-11,positive,149.6999969482422
2022-11-11,negative,149.6999969482422
2022-11-11,positive,149.6999969482422
2022-11-11,positive,149.6999969482422
2022-11-11,positive,149.6999969482422
2022-11-11,neutral,149.6999969482422
2022-11-11,positive,149.6999969482422
2022-11-10,neutral,146.8699951171875
2022-11-10,neutral,146.8699951171875
2022-11-10,positive,146.8699951171875
2022-11-10,neutral,146.8699951171875
2022-11-10,negative,146.8699951171875
2022-11-10,positive,146.8699951171875
2022-11-10,neutral,146.8699951171875
2022-11-10,negative,146.8699951171875
2022-11-10,neutral,146.8699951171875
2022-11-10,positive,146.8699951171875
2022-11-10,positive,146.8699951171875
2022-11-10,negative,146.8699951171875
2022-11-10,positive,146.8699951171875
2022-11-10,negative,146.8699951171875
2022-11-10,positive,146.8699951171875
2022-11-10,positive,146.8699951171875
2022-11-10,negative,146.8699951171875
2022-11-10,negative,146.8699951171875
2022-11-10,negative,146.8699951171875
2022-11-10,positive,146.8699951171875
2022-11-10,positive,146.8699951171875
2022-11-09,neutral,134.8699951171875
2022-11-09,neutral,134.8699951171875
2022-11-09,neutral,134.8699951171875
2022-11-09,negative,134.8699951171875
2022-11-09,neutral,134.8699951171875
2022-11-09,negative,134.8699951171875
2022-11-09,neutral,134.8699951171875
2022-11-09,neutral,134.8699951171875
2022-11-09,neutral,134.8699951171875
2022-11-09,negative,134.8699951171875
2022-11-09,positive,134.8699951171875
2022-11-09,positive,134.8699951171875
2022-11-09,positive,134.8699951171875
2022-11-09,negative,134.8699951171875
2022-11-09,negative,134.8699951171875
2022-11-09,positive,134.8699951171875
2022-11-09,negative,134.8699951171875
2022-11-09,neutral,134.8699951171875
2022-11-09,positive,134.8699951171875
2022-11-09,negative,134.8699951171875
2022-11-07,neutral,138.9199981689453
2022-11-07,neutral,138.9199981689453
2022-11-07,neutral,138.9199981689453
2022-11-07,neutral,138.9199981689453
2022-11-07,neutral,138.9199981689453
2022-11-07,positive,138.9199981689453
2022-11-07,neutral,138.9199981689453
2022-11-07,neutral,138.9199981689453
2022-11-07,negative,138.9199981689453
2022-11-07,neutral,138.9199981689453
2022-11-07,negative,138.9199981689453
2022-11-07,negative,138.9199981689453
2022-11-07,neutral,138.9199981689453
2022-11-07,negative,138.9199981689453
2022-11-07,negative,138.9199981689453
2022-11-07,neutral,138.9199981689453
2022-11-07,negative,138.9199981689453
2022-11-07,positive,138.9199981689453
2022-11-07,negative,138.9199981689453
2022-11-07,negative,138.9199981689453
2022-11-07,neutral,138.9199981689453
2022-11-07,negative,138.9199981689453
2022-11-07,negative,138.9199981689453
2022-11-07,positive,138.9199981689453
2022-11-07,negative,138.9199981689453
2022-11-04,negative,138.3800048828125
2022-11-04,neutral,138.3800048828125
2022-11-04,neutral,138.3800048828125
2022-11-04,positive,138.3800048828125
2022-11-04,neutral,138.3800048828125
2022-11-04,neutral,138.3800048828125
2022-11-04,neutral,138.3800048828125
2022-11-04,negative,138.3800048828125
2022-11-04,negative,138.3800048828125
2022-11-04,positive,138.3800048828125
2022-11-04,neutral,138.3800048828125
2022-11-04,positive,138.3800048828125
2022-11-04,neutral,138.3800048828125
2022-11-04,negative,138.3800048828125
2022-11-04,neutral,138.3800048828125
2022-11-04,neutral,138.3800048828125
2022-11-04,negative,138.3800048828125
2022-11-04,positive,138.3800048828125
2022-11-04,positive,138.3800048828125
2022-11-04,positive,138.3800048828125
2022-11-04,negative,138.3800048828125
2022-11-03,negative,138.8800048828125
2022-11-03,neutral,138.8800048828125
2022-11-03,positive,138.8800048828125
2022-11-03,positive,138.8800048828125
2022-11-03,neutral,138.8800048828125
2022-11-03,negative,138.8800048828125
2022-11-03,negative,138.8800048828125
2022-11-03,neutral,138.8800048828125
2022-11-03,positive,138.8800048828125
2022-11-03,neutral,138.8800048828125
2022-11-03,negative,138.8800048828125
2022-11-03,positive,138.8800048828125
2022-11-03,negative,138.8800048828125
2022-11-03,neutral,138.8800048828125
2022-11-03,negative,138.8800048828125
2022-11-01,positive,150.64999389648438
2022-11-01,positive,150.64999389648438
2022-11-01,neutral,150.64999389648438
2022-11-01,neutral,150.64999389648438
2022-11-01,neutral,150.64999389648438
2022-11-01,negative,150.64999389648438
2022-11-01,positive,150.64999389648438
2022-11-01,negative,150.64999389648438
2022-11-01,positive,150.64999389648438
2022-11-01,positive,150.64999389648438
2022-11-01,negative,150.64999389648438
2022-11-01,positive,150.64999389648438
2022-11-02,neutral,145.02999877929688
2022-11-02,neutral,145.02999877929688
2022-11-02,neutral,145.02999877929688
2022-11-02,neutral,145.02999877929688
2022-11-02,neutral,145.02999877929688
2022-11-02,neutral,145.02999877929688
2022-11-02,negative,145.02999877929688
2022-11-02,positive,145.02999877929688
2022-11-02,negative,145.02999877929688
2022-11-02,negative,145.02999877929688
2022-11-02,positive,145.02999877929688
2022-11-02,positive,145.02999877929688
2022-11-02,negative,145.02999877929688
2022-11-02,negative,145.02999877929688
2022-11-02,positive,145.02999877929688
2022-11-02,neutral,145.02999877929688
2022-11-02,negative,145.02999877929688
2022-10-31,neutral,153.33999633789062
2022-10-31,neutral,153.33999633789062
2022-10-31,neutral,153.33999633789062
2022-10-31,neutral,153.33999633789062
2022-10-31,neutral,153.33999633789062
2022-10-31,positive,153.33999633789062
2022-10-31,negative,153.33999633789062
2022-10-31,neutral,153.33999633789062
2022-10-31,neutral,153.33999633789062
2022-10-31,neutral,153.33999633789062
2022-10-31,neutral,153.33999633789062
2022-10-31,neutral,153.33999633789062
2022-10-31,negative,153.33999633789062
2022-10-31,positive,153.33999633789062
2022-10-31,negative,153.33999633789062
2022-10-31,neutral,153.33999633789062
2022-10-31,negative,153.33999633789062
2022-10-31,negative,153.33999633789062
2022-10-31,positive,153.33999633789062
2022-10-31,negative,153.33999633789062
2022-10-31,neutral,153.33999633789062
2022-10-31,negative,153.33999633789062
2022-10-31,neutral,153.33999633789062
2022-10-27,positive,144.8000030517578
2022-10-27,neutral,144.8000030517578
2022-10-27,negative,144.8000030517578
2022-10-27,neutral,144.8000030517578
2022-10-27,negative,144.8000030517578
2022-10-27,negative,144.8000030517578
2022-10-27,negative,144.8000030517578
2022-10-27,positive,144.8000030517578
2022-10-27,positive,144.8000030517578
2022-10-27,neutral,144.8000030517578
2022-10-27,positive,144.8000030517578
2022-10-27,neutral,144.8000030517578
2022-10-27,neutral,144.8000030517578
2022-10-27,positive,144.8000030517578
2022-10-27,neutral,144.8000030517578
2022-10-27,positive,144.8000030517578
2022-10-27,neutral,144.8000030517578
2022-10-27,negative,144.8000030517578
2022-10-27,neutral,144.8000030517578
2022-10-27,neutral,144.8000030517578
2022-10-27,neutral,144.8000030517578
2022-10-27,neutral,144.8000030517578
2022-10-27,neutral,144.8000030517578
2022-10-27,negative,144.8000030517578
2022-10-27,positive,144.8000030517578
2022-10-27,neutral,144.8000030517578
2022-10-27,neutral,144.8000030517578
2022-10-27,neutral,144.8000030517578
2022-10-27,negative,144.8000030517578
2022-10-27,negative,144.8000030517578
2022-10-27,negative,144.8000030517578
2022-10-27,neutral,144.8000030517578
2022-10-27,positive,144.8000030517578
2022-10-27,neutral,144.8000030517578
2022-10-27,positive,144.8000030517578
2022-10-27,neutral,144.8000030517578
2022-10-27,positive,144.8000030517578
2022-10-27,negative,144.8000030517578
2022-10-27,neutral,144.8000030517578
2022-10-26,positive,149.35000610351562
2022-10-26,neutral,149.35000610351562
2022-10-26,neutral,149.35000610351562
2022-10-26,neutral,149.35000610351562
2022-10-26,neutral,149.35000610351562
2022-10-26,negative,149.35000610351562
2022-10-26,positive,149.35000610351562
2022-10-26,neutral,149.35000610351562
2022-10-26,positive,149.35000610351562
2022-10-26,neutral,149.35000610351562
2022-10-26,negative,149.35000610351562
2022-10-26,positive,149.35000610351562
2022-10-26,negative,149.35000610351562
2022-10-26,positive,149.35000610351562
2022-10-26,positive,149.35000610351562
2022-10-26,neutral,149.35000610351562
2022-10-26,neutral,149.35000610351562
2022-10-28,neutral,155.74000549316406
2022-10-28,positive,155.74000549316406
2022-10-28,neutral,155.74000549316406
2022-10-28,negative,155.74000549316406
2022-10-28,negative,155.74000549316406
2022-10-28,positive,155.74000549316406
2022-10-28,positive,155.74000549316406
2022-10-28,positive,155.74000549316406
2022-10-28,neutral,155.74000549316406
2022-10-28,neutral,155.74000549316406
2022-10-28,neutral,155.74000549316406
2022-10-28,negative,155.74000549316406
2022-10-28,positive,155.74000549316406
2022-10-28,negative,155.74000549316406
2022-10-28,neutral,155.74000549316406
2022-10-28,neutral,155.74000549316406
2022-10-28,neutral,155.74000549316406
2022-10-28,positive,155.74000549316406
2022-10-28,negative,155.74000549316406
2022-10-28,positive,155.74000549316406
2022-10-28,negative,155.74000549316406
2022-10-28,neutral,155.74000549316406
2022-10-28,neutral,155.74000549316406
2022-10-28,neutral,155.74000549316406
2022-10-28,negative,155.74000549316406
2022-10-28,neutral,155.74000549316406
2022-10-28,neutral,155.74000549316406
2022-10-28,neutral,155.74000549316406
2022-10-28,neutral,155.74000549316406
2022-10-28,negative,155.74000549316406
2022-10-28,neutral,155.74000549316406
